,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
68,69,75,88,38,39,86,2,90,70,11,26,21,99,16,18,88,89,73,81,5,11,6
69,70,63,93,82,77,85,22,79,32,74,66,21,63,54,31,21,85,94,94,7,5,2
70,71,73,44,61,36,2,85,7,82,73,3,29,56,27,39,78,71,27,67,60,55,3
71,72,16,88,18,23,69,44,47,1,89,28,65,21,30,63,31,25,96,29,1,1,8
72,73,49,93,60,22,13,24,70,28,60,10,31,6,48,89,78,83,7,70,34,6,2
73,74,7,35,78,80,93,20,50,17,69,72,48,66,48,99,71,12,74,2,72,81,4
74,75,69,26,60,71,34,41,71,48,63,62,76,59,37,53,82,76,32,28,2,57,1
75,76,70,81,95,88,98,21,23,59,31,20,30,99,9,19,28,36,64,10,96,87,7
76,77,84,6,98,90,85,19,44,78,3,85,84,9,6,39,42,99,49,79,40,40,4
77,78,9,97,71,30,61,63,69,91,24,46,74,96,55,37,26,75,68,51,12,44,2
78,79,43,72,39,4,99,45,79,65,13,55,34,79,95,15,77,46,54,59,47,22,9
79,80,1,56,46,29,38,48,3,44,54,47,78,13,49,94,75,17,20,95,68,70,10
80,81,84,70,81,71,17,65,78,35,29,74,4,18,54,79,40,80,86,92,43,96,8
81,82,90,91,44,39,56,68,96,66,24,57,40,74,34,48,73,23,47,7,40,73,9
82,83,14,20,28,49,13,19,33,40,9,51,47,18,16,21,55,20,32,26,36,27,5
83,84,91,26,38,96,98,2,33,82,1,26,69,99,4,37,20,61,31,79,49,8,8
84,85,76,31,10,6,77,15,69,88,62,73,2,50,54,47,17,23,86,71,7,16,10
85,86,70,45,77,75,72,9,55,41,3,80,7,85,74,83,91,46,26,77,71,6,3
86,87,50,21,56,36,67,22,34,60,66,4,55,47,16,3,86,11,67,95,89,81,3
87,88,39,24,22,87,2,78,50,40,35,89,10,72,10,56,1,19,27,86,67,51,1
88,89,62,36,90,29,43,45,64,28,39,9,19,83,22,6,61,77,88,54,97,1,5
89,90,3,50,33,17,70,35,80,88,70,40,70,59,1,18,28,32,60,53,14,65,5
90,91,22,4,97,55,59,15,82,6,10,55,67,55,27,40,50,20,2,44,43,25,6
91,92,84,11,35,33,5,89,6,90,24,30,37,87,4,85,91,76,88,72,54,58,2
92,93,43,89,18,1,46,2,84,4,45,95,47,4,46,71,73,52,31,46,47,67,4
93,94,28,21,89,8,34,7,48,75,4,86,46,4,91,77,91,3,70,60,97,11,1
94,95,76,34,1,98,54,72,70,93,40,81,91,7,7,25,25,95,80,51,75,40,9
95,96,27,75,43,88,78,33,2,14,2,76,95,9,70,29,92,14,59,53,36,73,1
96,97,22,71,45,59,82,85,59,5,12,94,83,9,15,85,46,30,75,98,80,94,9
97,98,11,69,28,24,6,97,17,90,30,5,20,6,28,37,48,21,33,23,8,65,9
98,99,55,70,83,96,5,90,77,44,72,99,36,72,94,6,46,41,72,1,90,7,6
99,100,24,11,74,46,19,48,2,76,76,42,71,75,30,27,89,51,13,53,73,3,6
