,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
88,89,36,63,45,77,90,99,56,70,85,36,51,33,8,50,17,97,28,31,82,67,5
89,90,48,93,3,14,54,94,26,75,20,92,81,24,23,1,46,38,56,99,80,70,6
90,91,7,46,23,3,74,87,95,85,54,62,43,22,69,59,10,90,67,45,67,79,6
91,92,27,88,38,66,69,54,14,44,41,2,45,7,8,41,36,33,33,54,97,35,4
92,93,58,35,88,76,77,86,19,68,52,23,96,95,24,62,89,50,82,22,88,16,7
93,94,4,21,91,2,70,51,6,67,61,38,28,17,76,52,39,86,3,67,28,45,4
94,95,4,59,34,87,36,80,36,27,38,87,59,3,52,84,38,40,86,85,57,10,7
95,96,57,37,56,22,61,3,94,91,48,20,3,94,14,87,83,70,36,85,54,69,1
96,97,69,63,90,77,48,17,70,16,61,34,41,87,6,27,83,99,2,99,51,27,6
97,98,28,42,1,49,17,8,78,73,51,99,67,12,51,75,48,39,22,82,60,80,3
98,99,25,28,45,16,15,40,5,79,70,77,66,5,48,30,68,17,53,20,90,65,9
99,100,22,52,39,58,42,34,55,82,25,87,14,81,82,16,79,61,19,13,41,44,5
