,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
66,67,11,43,77,17,80,87,16,15,71,89,61,81,72,20,60,61,69,47,38,95,2
67,68,25,25,10,76,95,55,77,32,99,2,4,63,67,31,89,72,79,3,77,27,1
68,69,64,60,74,3,29,66,89,24,38,18,86,31,44,58,16,63,97,30,64,83,10
69,70,79,83,43,41,57,39,35,72,64,46,3,10,13,35,2,51,27,67,85,49,2
70,71,4,61,18,49,71,27,14,21,2,89,60,27,50,63,11,1,5,71,11,43,3
71,72,3,58,92,6,82,96,16,53,56,87,89,69,44,52,18,93,53,73,99,55,9
72,73,59,69,7,10,89,71,51,86,54,8,40,11,73,57,68,50,4,93,8,28,1
73,74,59,99,28,6,3,97,23,45,51,32,71,36,48,52,6,18,56,24,77,50,10
74,75,88,22,67,95,38,20,33,59,48,26,23,93,1,14,27,18,57,41,85,57,1
75,76,68,84,75,76,5,79,47,7,90,4,85,66,53,34,32,76,78,88,41,65,9
76,77,65,53,80,43,82,55,32,37,54,51,95,26,26,71,81,3,76,11,91,18,7
77,78,47,46,41,32,48,52,70,20,18,82,28,22,79,29,40,39,79,23,46,63,9
78,79,13,80,27,1,48,47,80,82,23,95,20,8,73,61,70,8,97,55,61,60,10
79,80,16,30,86,96,90,81,76,52,43,81,11,49,46,44,63,96,17,25,87,99,8
80,81,68,62,98,70,44,31,33,97,98,21,59,8,67,99,81,32,82,60,19,62,1
81,82,78,67,28,67,28,8,59,30,62,41,23,4,48,37,69,41,51,72,17,85,5
82,83,96,63,92,38,61,19,52,19,84,12,77,95,30,90,28,18,59,80,84,75,2
83,84,66,29,59,88,62,95,49,91,11,47,76,88,82,29,99,62,16,32,74,13,9
84,85,21,87,33,81,82,59,7,95,67,9,66,55,84,58,88,41,75,35,25,43,1
85,86,10,7,98,37,53,5,33,76,85,80,19,36,64,21,8,11,96,25,1,20,2
86,87,29,55,3,71,34,64,16,81,29,12,98,41,38,97,90,86,51,59,92,21,2
87,88,56,64,70,93,32,73,39,76,55,82,33,54,24,95,11,73,71,72,48,19,10
88,89,48,41,45,62,52,87,81,81,23,24,30,42,47,13,18,39,97,46,9,34,8
89,90,48,63,41,9,7,64,27,31,60,69,62,59,58,2,16,47,21,88,46,57,4
90,91,93,41,52,73,78,59,99,97,64,4,15,58,87,28,19,17,66,61,98,98,8
91,92,48,23,16,26,42,86,81,5,49,32,14,92,83,42,48,12,5,30,91,66,2
92,93,5,6,46,50,4,55,10,85,74,92,91,10,37,39,19,17,52,3,81,5,3
93,94,38,99,58,88,34,32,79,61,21,8,5,42,50,48,59,47,89,3,79,87,4
94,95,14,46,83,78,14,54,22,50,83,91,40,51,54,35,88,38,52,10,91,5,7
95,96,32,27,24,20,36,37,47,14,91,33,93,61,21,62,65,52,67,31,88,60,8
96,97,39,84,80,44,83,12,88,97,12,73,92,7,69,18,14,29,68,46,72,49,5
97,98,3,66,54,95,74,54,28,41,45,57,96,5,3,21,22,61,40,83,57,41,4
98,99,27,71,4,79,25,5,77,85,67,24,20,41,35,69,88,49,41,69,68,92,3
99,100,65,81,66,17,64,72,77,31,80,22,95,69,21,31,76,45,68,2,1,19,8
