,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
30,31,58,97,16,44,73,20,34,30,30,31,3,44,34,6,28,41,4,92,52,37,6
31,32,39,31,67,5,85,34,72,13,34,44,31,65,68,90,23,1,74,60,71,50,1
32,33,61,65,67,62,97,18,57,15,85,45,85,90,44,47,58,29,14,55,5,61,2
33,34,34,2,22,22,13,30,60,55,24,91,67,54,54,36,42,29,57,14,65,27,6
34,35,83,88,56,60,7,80,34,27,76,68,96,67,97,34,78,38,60,50,34,16,5
35,36,57,18,14,55,69,33,23,90,78,67,60,18,50,31,61,96,64,25,36,83,8
36,37,75,26,36,46,23,83,90,12,13,20,4,56,34,29,79,20,39,9,54,43,3
37,38,80,15,97,65,22,59,57,24,14,55,78,94,98,11,85,32,54,50,23,76,3
38,39,92,39,82,39,6,13,68,19,96,4,85,92,25,63,63,13,96,5,99,23,2
39,40,99,90,15,65,25,32,44,92,40,29,3,34,80,7,55,22,72,1,78,23,3
40,41,45,36,75,2,56,55,83,76,22,36,27,55,48,19,61,34,63,59,36,7,1
41,42,22,17,88,19,16,10,78,87,92,77,78,35,69,20,69,83,45,92,54,84,2
42,43,24,98,5,47,71,78,90,96,45,79,23,16,74,79,19,14,64,37,57,54,9
43,44,90,27,43,16,4,9,57,47,90,68,80,39,39,12,78,56,4,27,82,46,9
44,45,47,65,6,93,78,42,25,59,84,42,77,8,16,99,10,53,65,96,65,34,9
45,46,21,67,81,9,50,21,13,69,44,26,17,48,23,40,53,50,87,6,55,2,9
46,47,1,53,26,10,27,90,46,17,10,92,45,70,36,72,35,87,78,61,13,61,1
47,48,2,46,6,95,47,55,9,74,31,93,70,35,78,66,36,41,68,80,11,56,6
48,49,87,93,54,44,38,12,45,9,32,21,18,82,34,68,99,11,64,40,55,52,10
49,50,52,14,9,33,54,62,21,67,98,40,31,55,39,26,49,28,26,29,23,98,4
50,51,13,12,87,8,72,25,49,72,15,80,86,3,16,42,82,91,87,86,34,90,10
51,52,99,60,88,14,42,84,79,49,75,68,1,15,89,15,10,46,76,71,1,51,9
52,53,15,40,13,56,93,8,41,65,63,77,18,57,67,20,49,15,14,40,97,40,7
53,54,94,78,93,83,61,97,45,23,39,61,10,42,87,26,62,93,40,45,50,29,3
54,55,78,43,55,36,76,45,49,15,50,77,3,6,79,8,82,85,15,95,18,5,3
55,56,70,88,56,9,49,1,81,44,29,21,94,43,43,68,61,34,59,45,83,58,9
56,57,28,45,42,48,7,32,52,35,18,53,14,62,65,82,2,12,99,56,17,96,5
57,58,78,52,5,88,14,64,60,84,61,26,69,48,9,81,81,48,73,66,66,45,4
58,59,91,34,9,75,15,54,65,15,11,87,78,95,31,60,45,62,70,7,31,18,9
59,60,62,32,16,15,91,17,43,75,4,19,61,19,63,99,3,50,47,22,5,28,6
60,61,39,79,67,24,49,85,27,57,41,86,41,10,77,29,50,10,38,10,92,40,1
61,62,25,12,15,10,80,41,27,74,42,50,29,40,20,27,58,86,92,41,79,39,5
62,63,87,78,88,63,5,50,57,2,75,87,72,35,1,88,46,83,96,3,4,96,7
63,64,53,79,37,44,39,53,26,31,20,99,53,68,47,96,36,46,29,37,56,19,7
64,65,68,55,79,65,35,83,54,25,86,72,8,48,90,27,3,71,24,81,79,15,6
65,66,1,36,59,34,71,70,47,33,62,11,16,75,73,98,36,5,80,48,12,68,3
66,67,97,16,14,41,65,27,36,19,59,96,15,43,67,48,41,38,28,98,99,75,10
67,68,48,82,41,64,76,54,29,87,72,63,51,46,11,35,83,63,81,54,78,59,1
68,69,12,91,10,51,83,82,65,70,51,87,12,74,48,76,3,31,54,84,61,40,9
69,70,92,62,31,78,32,2,83,90,46,91,55,70,76,92,31,57,97,73,25,81,9
70,71,28,48,33,76,47,71,97,95,37,43,64,64,49,76,44,64,64,10,11,90,10
71,72,59,26,61,88,92,52,82,42,53,75,96,31,16,38,9,7,98,87,19,51,1
72,73,26,84,39,37,49,19,61,73,20,1,29,95,46,58,7,20,89,94,22,25,2
73,74,60,31,97,1,58,55,65,6,54,93,45,6,68,40,97,99,27,54,16,47,3
74,75,61,42,61,62,87,75,39,48,2,9,16,6,59,73,72,89,59,3,53,97,1
75,76,75,18,98,54,53,89,32,92,7,77,97,31,91,88,60,31,52,48,9,45,8
76,77,15,68,80,2,97,36,24,51,35,29,10,48,34,25,98,18,11,17,82,43,8
77,78,35,80,46,9,60,33,61,21,95,57,83,20,88,7,29,45,74,4,62,27,10
78,79,77,57,8,83,39,58,7,93,79,96,60,8,25,41,23,83,44,42,28,47,5
79,80,87,20,66,60,71,56,19,30,90,43,86,68,29,23,72,36,93,71,59,27,9
80,81,11,43,20,4,94,78,35,66,75,50,15,2,88,88,49,93,15,65,67,74,5
81,82,36,85,96,6,18,16,65,7,54,67,38,83,91,81,63,53,53,13,41,4,1
82,83,13,31,33,42,12,28,18,61,39,32,39,18,98,95,69,58,72,54,93,76,3
83,84,36,76,24,76,23,3,9,93,42,35,73,1,28,23,99,31,64,52,7,89,7
84,85,49,1,44,94,28,14,5,44,14,31,72,26,41,90,27,58,2,74,42,38,7
85,86,80,62,11,50,97,26,93,61,75,35,91,43,87,20,91,78,77,61,24,35,3
86,87,55,8,63,33,93,21,24,96,66,46,8,98,45,92,88,89,18,65,69,7,9
87,88,37,50,96,82,33,89,98,40,76,9,34,24,81,96,94,42,34,51,38,69,1
88,89,33,90,97,38,67,81,97,99,26,11,53,47,52,61,87,51,58,4,81,93,10
89,90,83,73,6,58,38,10,20,85,21,54,46,79,88,56,70,33,48,37,50,76,5
90,91,67,89,37,37,24,50,68,93,62,89,26,85,45,81,40,84,58,57,11,31,7
91,92,91,26,21,44,60,22,29,47,76,2,76,48,30,70,33,64,23,42,16,49,1
92,93,90,20,68,37,94,54,9,87,64,2,24,58,40,40,83,11,54,45,99,98,7
93,94,3,81,54,32,82,86,30,84,13,15,54,11,90,98,47,43,30,47,99,98,2
94,95,47,23,44,96,51,72,2,94,25,10,93,44,15,68,66,1,36,10,81,47,5
95,96,35,36,43,26,29,62,86,84,98,69,75,70,14,31,94,87,74,98,87,17,1
96,97,56,38,12,20,84,30,79,24,95,81,81,92,3,30,37,98,68,53,60,28,9
97,98,6,55,5,91,23,66,42,71,92,2,17,50,57,8,26,80,65,16,91,92,10
98,99,50,73,54,88,17,68,44,61,2,4,9,48,91,38,35,99,80,2,8,19,10
99,100,60,38,36,12,33,22,28,17,19,16,63,45,29,94,54,65,50,39,16,52,8
