,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
55,56,5,27,2,75,58,18,15,40,25,14,24,10,40,63,49,26,86,47,36,12,9
56,57,58,41,50,22,45,85,49,70,36,33,1,4,5,95,50,27,54,32,81,27,10
57,58,64,49,41,14,90,8,60,33,88,62,28,3,66,13,52,77,15,33,48,25,2
58,59,38,44,1,47,35,98,54,46,20,45,24,47,73,87,84,42,26,20,91,94,3
59,60,20,2,55,65,87,63,99,47,51,89,39,50,22,40,72,21,20,3,14,37,2
60,61,52,27,24,75,93,17,24,27,3,11,1,16,13,34,88,67,64,76,12,6,7
61,62,1,41,24,17,26,8,94,79,69,24,3,91,52,88,8,80,2,74,72,95,2
62,63,57,9,37,15,53,94,8,74,74,52,39,53,57,57,27,37,43,58,72,19,8
63,64,12,86,50,56,62,29,36,49,66,75,63,24,85,56,63,91,18,97,92,23,10
64,65,67,10,96,68,2,4,50,22,25,27,49,22,21,21,80,98,37,16,28,4,1
65,66,37,17,9,14,90,35,31,37,85,64,34,36,62,10,46,63,49,66,75,99,2
66,67,2,32,45,90,77,67,8,8,20,40,72,33,4,59,58,95,64,75,96,8,5
67,68,9,77,47,24,28,99,19,8,76,79,52,8,44,66,7,45,77,81,19,91,2
68,69,90,69,22,45,19,67,98,46,1,44,75,79,49,5,46,60,5,30,13,83,10
69,70,3,89,58,89,3,67,9,16,80,38,36,54,66,59,42,18,34,2,91,92,7
70,71,64,15,15,16,21,79,82,10,84,37,29,99,11,86,33,30,28,86,48,61,8
71,72,50,56,70,78,85,99,67,52,69,22,16,39,19,49,75,96,55,45,32,79,2
72,73,24,97,58,77,41,69,68,41,18,38,82,7,91,27,45,23,13,38,68,64,5
73,74,72,68,93,56,15,36,86,70,81,4,32,72,32,87,46,20,7,8,75,16,1
74,75,89,9,54,99,90,84,19,64,15,51,8,2,26,30,94,70,13,30,58,64,8
75,76,12,11,41,37,98,24,81,83,4,94,37,85,54,77,54,57,70,38,98,95,2
76,77,88,22,64,72,3,74,97,93,79,7,85,26,76,27,20,99,45,11,45,33,9
77,78,75,2,71,77,99,65,48,16,9,13,99,83,36,49,45,30,49,40,18,44,6
78,79,56,25,33,34,84,21,2,46,33,72,72,10,4,48,92,71,6,69,88,67,8
79,80,61,16,30,49,17,43,11,94,6,87,15,28,11,79,7,3,98,65,52,41,10
80,81,39,69,89,16,27,77,41,41,26,64,8,13,91,14,54,34,62,44,88,45,7
81,82,72,42,16,95,89,30,66,86,31,82,11,93,96,26,97,25,49,55,48,4,9
82,83,93,85,48,4,3,51,43,22,46,35,1,56,26,23,66,41,28,49,11,64,4
83,84,45,33,6,97,38,46,7,34,96,55,11,72,73,84,34,45,81,53,12,7,4
84,85,3,66,82,55,29,74,40,53,47,30,74,67,21,59,90,95,66,55,20,72,9
85,86,2,29,11,80,54,94,77,45,69,14,12,54,73,41,51,83,28,61,73,40,3
86,87,97,96,70,33,36,66,67,39,13,55,1,79,39,87,72,64,45,48,85,4,9
87,88,25,14,90,50,57,12,36,47,78,82,91,9,81,61,89,99,10,77,34,8,5
88,89,18,54,35,64,73,72,79,81,6,40,97,78,24,62,25,45,10,65,72,69,2
89,90,35,55,24,97,45,3,4,15,44,42,68,92,56,92,34,42,35,27,26,41,9
90,91,29,27,75,72,22,95,63,96,64,40,98,53,53,37,96,52,13,80,65,95,2
91,92,65,20,23,40,13,37,26,6,69,12,59,76,80,34,29,13,69,87,67,7,10
92,93,45,67,55,38,80,58,28,22,63,79,8,79,40,65,14,82,12,43,35,12,5
93,94,6,97,93,46,68,34,54,15,91,90,70,38,32,53,93,61,90,84,40,34,2
94,95,83,30,27,99,14,82,47,55,46,31,64,52,68,42,74,75,41,59,53,66,10
95,96,47,71,24,56,65,52,84,98,64,19,51,51,78,44,4,74,73,59,65,33,8
96,97,24,25,57,63,84,85,37,11,63,87,19,11,61,57,28,27,51,56,90,43,4
97,98,19,96,39,56,42,67,29,12,65,78,68,44,67,67,67,18,58,86,88,54,8
98,99,94,65,66,55,19,24,6,11,39,55,5,23,91,28,31,91,83,82,6,90,7
99,100,90,18,86,38,76,66,85,78,37,44,40,99,96,69,52,60,66,49,81,32,4
