,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
42,43,29,19,98,6,82,28,64,71,44,60,9,87,81,62,42,15,32,75,67,10,5
43,44,39,26,98,97,96,23,91,64,80,17,26,16,23,57,9,34,59,39,53,93,1
44,45,32,17,95,26,30,48,35,70,86,47,50,33,23,78,26,50,22,22,7,67,6
45,46,19,27,69,92,13,70,75,40,55,36,55,18,78,88,51,14,26,28,39,61,5
46,47,96,43,77,31,45,18,18,68,34,39,94,25,36,98,96,86,51,94,82,19,7
47,48,40,4,67,42,16,6,36,72,92,48,17,67,70,16,56,7,4,65,61,41,4
48,49,9,63,52,74,71,65,85,67,72,35,56,94,32,71,48,43,68,45,54,42,10
49,50,15,74,45,15,1,13,88,50,77,72,31,2,45,95,30,53,35,76,36,30,3
50,51,98,50,12,34,6,25,44,58,64,68,44,96,20,14,8,53,78,86,77,72,4
51,52,98,98,91,92,83,72,1,97,72,74,58,79,92,32,55,51,76,73,11,65,7
52,53,84,92,62,32,79,91,91,65,56,18,95,64,77,76,45,53,87,62,25,76,8
53,54,37,36,37,66,68,2,60,87,97,48,89,17,73,11,19,44,98,60,48,22,8
54,55,53,38,98,65,44,35,13,32,61,15,31,56,77,14,76,35,3,43,25,16,7
55,56,16,27,34,24,13,94,8,19,52,40,44,15,25,42,66,81,99,41,63,72,2
56,57,13,12,79,91,40,66,27,7,11,77,56,64,24,27,61,65,52,44,80,53,7
57,58,52,44,14,22,17,41,94,79,83,32,55,30,91,79,77,38,63,99,1,62,2
58,59,91,53,17,37,15,17,13,92,47,39,6,76,46,69,14,97,34,94,49,74,3
59,60,25,66,57,14,23,60,67,57,21,65,88,22,95,9,92,38,34,69,13,35,6
60,61,91,72,68,38,83,2,77,38,92,24,45,23,25,44,52,56,61,94,97,47,6
61,62,99,30,48,66,18,25,59,19,88,99,18,91,17,86,24,89,61,28,1,30,6
62,63,13,64,42,62,55,45,10,83,50,68,61,63,73,4,42,69,82,98,64,74,8
63,64,64,67,52,72,37,36,76,65,38,71,72,42,63,47,88,63,42,17,90,1,10
64,65,70,65,56,55,99,85,56,81,83,98,42,99,29,92,8,68,26,66,8,15,3
65,66,52,12,30,90,81,48,1,32,86,50,79,47,52,87,73,75,56,87,41,35,4
66,67,82,24,74,3,44,52,84,63,79,41,5,5,78,14,18,19,16,84,31,5,2
67,68,30,97,2,97,10,82,60,81,81,41,31,43,52,44,61,2,45,64,46,87,1
68,69,33,19,88,13,55,12,13,70,6,9,16,17,36,22,37,32,72,96,97,25,1
69,70,38,49,29,64,56,90,76,66,90,76,51,25,96,85,51,73,34,76,38,63,2
70,71,4,28,33,31,47,2,39,97,46,61,66,43,27,54,30,12,65,89,64,92,10
71,72,23,13,92,39,51,55,33,69,50,37,48,44,65,89,13,7,72,49,20,61,5
72,73,87,18,81,91,88,71,77,39,71,88,65,47,93,23,38,81,43,11,78,90,4
73,74,16,63,50,90,84,24,43,28,26,53,19,93,87,13,43,23,36,41,79,14,5
74,75,11,96,33,86,64,73,85,8,27,85,60,43,25,62,37,12,70,37,69,80,5
75,76,37,76,10,90,6,41,5,16,29,58,83,92,61,8,12,93,70,61,35,45,6
76,77,54,20,35,23,75,88,51,41,85,51,11,10,91,50,54,87,65,51,41,42,8
77,78,94,30,57,18,74,92,99,49,98,66,20,65,22,20,47,21,94,7,1,82,3
78,79,2,32,54,94,7,75,28,78,69,23,81,61,92,36,89,48,10,67,75,52,5
79,80,91,28,96,59,74,64,11,30,46,7,87,29,46,24,64,14,1,24,89,27,1
80,81,2,23,98,86,53,24,22,34,96,44,89,12,55,55,17,26,6,56,98,30,8
81,82,85,80,41,44,64,16,14,47,41,44,30,68,38,59,99,6,13,27,50,89,6
82,83,70,59,3,47,39,3,28,60,77,82,95,3,45,31,55,55,9,30,77,20,4
83,84,18,70,57,87,21,9,54,84,45,30,73,95,71,32,4,85,88,27,80,99,8
84,85,57,81,18,7,59,24,20,72,6,7,69,24,23,28,13,6,68,70,9,83,3
85,86,6,17,72,98,41,34,66,13,93,30,96,60,1,23,45,92,69,57,29,74,9
86,87,58,42,74,59,6,94,66,58,59,59,5,46,50,45,34,89,47,58,84,62,5
87,88,25,68,32,55,63,54,19,1,44,11,60,6,33,42,85,36,53,40,53,86,8
88,89,15,50,64,88,15,78,37,59,67,25,38,26,56,10,34,25,86,83,51,63,2
89,90,5,23,98,89,67,94,1,96,72,16,41,11,36,62,68,41,65,94,58,37,10
90,91,33,6,37,66,3,63,81,54,17,35,88,95,59,29,56,73,75,63,71,82,10
91,92,91,62,4,37,43,68,30,30,87,18,66,94,55,41,49,90,55,59,45,42,9
92,93,23,38,37,65,93,85,29,93,10,16,25,69,31,26,39,97,51,57,62,74,8
93,94,75,22,10,26,36,58,51,47,71,44,97,49,40,49,32,31,71,76,56,38,5
94,95,94,69,70,21,22,84,34,37,50,87,40,66,21,42,26,80,50,21,5,29,6
95,96,65,69,78,26,20,20,13,52,58,53,49,10,92,13,11,73,36,24,77,88,6
96,97,49,25,36,53,58,89,58,70,88,61,51,27,59,43,24,56,17,67,87,59,4
97,98,20,59,90,58,66,95,83,61,46,7,62,46,14,96,31,56,52,8,28,13,4
98,99,99,70,81,60,46,42,93,22,19,38,76,32,56,84,64,89,72,76,40,88,3
99,100,7,63,89,69,84,68,30,81,64,62,12,86,49,97,10,81,94,81,61,39,6
