,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
80,81,77,23,15,25,47,33,81,71,55,25,78,90,36,58,32,40,15,94,49,14,1
81,82,20,16,98,42,36,26,52,35,23,34,62,79,8,33,4,68,96,58,97,47,6
82,83,90,22,93,85,59,65,41,79,79,63,63,48,28,72,43,15,94,52,19,79,9
83,84,11,36,50,94,80,90,5,6,87,30,54,81,73,30,39,79,55,43,65,69,7
84,85,45,85,74,51,81,51,36,73,16,40,3,36,98,80,16,16,95,67,35,84,2
85,86,94,19,75,19,26,18,50,38,21,41,53,24,19,80,52,33,38,31,41,51,4
86,87,74,69,81,16,64,65,92,21,55,24,7,25,1,49,81,29,89,2,74,22,8
87,88,1,77,33,41,82,84,31,88,54,34,83,23,4,35,50,89,71,38,34,13,6
88,89,38,80,66,7,80,93,4,33,86,45,30,47,68,67,29,58,85,44,95,94,10
89,90,21,53,32,26,64,53,60,18,23,55,14,31,24,51,22,72,4,24,13,78,3
90,91,8,53,31,27,9,97,85,82,74,40,57,61,26,66,96,28,19,87,2,35,7
91,92,3,18,86,12,94,54,60,83,12,84,4,84,1,94,86,52,92,33,87,85,7
92,93,82,6,12,70,10,47,75,94,33,39,43,64,24,41,64,64,32,19,41,6,1
93,94,93,80,83,75,41,26,69,50,83,87,47,14,22,81,82,95,50,52,15,31,10
94,95,11,86,5,8,55,60,85,99,42,36,57,14,12,53,67,22,82,95,35,62,3
95,96,92,86,61,93,99,92,75,9,76,82,28,26,87,37,15,4,93,85,73,44,5
96,97,9,56,18,61,33,99,84,28,96,53,51,81,92,80,27,38,25,57,41,53,3
97,98,39,20,45,21,64,22,66,69,93,19,69,17,79,60,57,45,36,40,62,33,3
98,99,68,54,63,76,9,35,34,93,26,68,2,99,9,90,28,30,90,78,11,62,10
99,100,17,80,75,77,98,1,31,4,82,65,39,68,31,22,27,96,11,70,34,37,8
